0.5, 0.5, 0.5, 0.5, 0.5
0.3, 0.4, 0.6, 0.7, 1.0
0.44302736507985213,0.038532174480174916,1.018272057194911,0.21695229269938734,1.6389569155162174
0.27802847900093436,0.638107036965853,0.061352418428266206,1.4786148863566846,1.917604831599818
0.605390464758194,1.5258625561797459,1.5350344009269212,1.2001129468130414,0.15718455222238376
0.22226540863911476,0.08984153976891014,1.0129789190964975,2.265264397147572,2.083153664029269
0.6901700314294186,3.277741276794688,2.1886863859611845,1.0216586381683674,4.744322477514959
1.2652159223023367,0.07137905681296028,0.031731406582894806,0.02680135498015387,0.6606927585495409
2.9644136352155135,0.3549321379388742,0.6988783918467341,0.011231337886372277,0.02527116367068961
0.2238985917069002,0.33866946003919257,0.2233238293455997,0.2694405759080208,0.48844807870095525
0.24050230664620498,0.6023497985519184,1.206296912280849,0.2032519576675947,0.24755583675660223
0.19722931353960957,1.2412143302597114,0.31094802676710975,0.3239502287943497,5.347428256601892
0.6570438856814513,1.102815896484306,0.8851401654045469,0.42794710399855423,0.3653903168151498
0.8617494422255234,1.1355486397417882,0.43481060834402313,0.5476371749801722,1.3132705288623288
0.6203808966487668,0.45817474115320644,0.07457525597735921,0.9046182911667359,1.2063211567129053
0.32457666023912496,1.865894686797166,0.38030848947595414,2.7147385967477438,1.9488899739562295
0.5189949293166617,0.9690896208255703,0.2114182744031249,0.35937021305268607,3.6318107060108424
0.77322465698065,4.347393221592474,0.1247829864423109,0.046256700562158796,2.9913225877813443
0.9957278738455085,0.021769875712335622,1.2863412978361881,1.763998541323608,1.6934791222001881
0.9976157658982819,0.540897236352544,2.6032233566844787,1.8270145180178479,0.3641429554907407
2.7330966108194286,0.7334671451139164,0.24522296842218327,0.9607809908411137,0.696196776640932
0.006981528519791323,0.05963983343683657,3.8052442319872717,0.6969350461324438,0.01099486005328256
0.12699911658882354,0.16913266093884077,1.2776886958287739,0.12682630111300908,2.1748119649468283
0.5157100139057678,0.23955147495082169,0.9409714970062255,0.626567166500383,1.1664245571182033
1.24682252466993,1.1705893078500433,0.3146240789144653,0.4192587422933434,0.16923624519233996
1.24682252466993,1.1705893078500433,0.3146240789144653,0.11732204759063061,0.16923624519233996
1.1012505398862606,1.1705893078500433,0.3146240789144653,0.11732204759063061,0.16923624519233996
1.1012505398862606,1.1705893078500433,0.3146240789144653,0.4587177724610674,0.16923624519233996
2.083516691067899,0.10097815541466566,0.3146240789144653,0.4587177724610674,0.16923624519233996
2.083516691067899,0.10097815541466566,0.3146240789144653,0.20143768660159336,0.020676264482207586
0.8338289139685195,0.10097815541466566,0.3146240789144653,0.20143768660159336,0.020676264482207586
1.527641900731404,0.10097815541466566,0.3146240789144653,0.20143768660159336,0.020676264482207586
0.21507894583027615,0.10097815541466566,0.3146240789144653,0.20143768660159336,0.020676264482207586
1.0331152798618553,0.06748189037761998,2.8681,0.20143768660159336,0.8483178142161767
1.0331152798618553,0.8201,2.8681,0.20143768660159336,0.8226
0.5664,0.8201,2.8681,0.20143768660159336,0.8226
0.5664,0.2223,2.8681,0.20143768660159336,0.8226
0.5664,0.2223,0.6861,1.3508,0.8226
1.6978,0.2223,0.6861,0.9014,0.8226
1.6978,1.8132,0.6861,0.9014,0.8226
1.6978,1.8132,2.4698,0.9014,0.8226
1.4995,1.8132,2.4698,0.9014,0.8226
1.4995,0.2074,2.4698,0.4976,0.8226
1.8986,0.2074,0.5195,0.4976,1.7804
0.1771,0.2074,0.5195,0.8726,1.7804
0.0119,0.2074,0.5195,0.8726,1.7804
0.0119,0.2074,0.2399,1.1291,1.7804
1.2904,0.2074,0.2399,1.1291,1.7804
1.2904,0.2074,0.2399,0.3531,1.7804
1.2904,0.2074,0.0527,0.3531,1.7804
0.348,0.027,0.0527,0.3531,0.662
0.9659,1.6314,0.1617,1.3623,0.662
0.9659,0.851,0.1617,1.3623,0.662
0.9659,0.1454,0.1617,1.3623,0.662
0.9659,0.2901,0.1617,1.3623,0.662
0.9659,0.2741,0.1617,1.3623,0.662
0.3732,1.3378,0.1617,1.3623,0.662
0.1767,1.3378,0.1617,1.3623,0.662
0.058,1.3378,0.1617,1.3623,0.662
0.3752,1.3378,0.1617,1.3623,0.662
0.3752,1.3378,1.1285,1.4893,1.3078
0.3752,1.3378,1.1285,1.4893,0.6847
0.3752,1.3378,1.7002,0.2612,0.8485
0.3752,1.3378,0.1427,0.2612,0.8485
0.3752,1.3378,0.9237,0.5024,0.8485
0.3752,1.3378,0.9237,1.3641,0.3165
0.3752,1.3378,0.9237,0.2136,1.0775
0.3474,1.7093,0.1921,1.0176,1.1572
0.3267,0.121,0.0921,0.018,0.326
0.0535,0.0976,0.5779,0.7001,0.4079
0.0724,0.3593,0.2508,1.5909,0.0339
0.0801,0.3873,1.8398,0.5281,0.1584
0.1911,0.1697,0.1084,0.4896,0.72
0.4374,0.5753,0.2709,0.0453,0.6787
